listing_key,ticker,exchange,current_name,twelvedata_name,validation_status,recommended_next_action,rejection_reason,review_batch
NASDAQ::SPT,SPT,NASDAQ,Sprout Social Inc,"Sprout Social, Inc. Class A Common Stock",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::ADBE,ADBE,NASDAQ,Adobe Systems Incorporated,Adobe Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::BGIN,BGIN,NASDAQ,Bgin Blockchain Limited Class A Ordinary Shares,Bgin Blockchain Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::CRE,CRE,NASDAQ,Cre8 Enterprise Limited Class A Ordinary Shares,Cre8 Enterprise Limited,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::EGHA,EGHA,NASDAQ,EGH Acquisition Corp. Class A Ordinary Shares,EGH Acquisition Corp.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::FBGL,FBGL,NASDAQ,FBS Global Limited Ordinary Shares,FBS Global Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::GSUN,GSUN,NASDAQ,Golden Sun Education Group Ltd,Golden Sun Health Technology Inc.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::HPAI,HPAI,NASDAQ,Helport AI Limited Ordinary Shares,Helport AI Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::HXHX,HXHX,NASDAQ,Haoxin Holdings Limited Class A Ordinary Shares,Haoxin Holdings Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::KRAQ,KRAQ,NASDAQ,KRAKacquisition Corp Class A Ordinary Shares,KRAKacquisition Corp.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::MSGY,MSGY,NASDAQ,Masonglory Limited Ordinary Shares,Masonglory Limited,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::NIVF,NIVF,NASDAQ,NewGenIvf Group Limited Class A Ordinary Shares,Newgenivf Group Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::NVNI,NVNI,NASDAQ,Nvni Group Limited Ordinary Shares,Nvni Group Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::PLSM,PLSM,NASDAQ,Pulsenmore Ltd. Ordinary Shares,Pulsenmore Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::RZLV,RZLV,NASDAQ,Rezolve AI Limited Ordinary Shares,Rezolve AI Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::VUZI,VUZI,NASDAQ,Vuzix Corp Cmn Stk,Vuzix Corporation,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::WENN,WENN,NASDAQ,Wen Acquisition Corp Class A Ordinary Shares,Wen Acquisition Corp.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::WFF,WFF,NASDAQ,WF Holding Limited Ordinary Shares,WF Holding Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::WYFI,WYFI,NASDAQ,"WhiteFiber, Inc. Ordinary Shares","WhiteFiber, Inc.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::ZOOZ,ZOOZ,NASDAQ,ZOOZ Power Ltd. Ordinary Shares,Zooz Power Ltd.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NYSE::CTGO,CTGO,NYSE,Contango Silver & Gold Inc.,Contango Ore Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::JBL,JBL,NYSE,Jabil Circuit Inc,Jabil Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::ADYEY,ADYEY,OTC,Adyen NV,Adyen N.V. ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::BCCMY,BCCMY,OTC,BAIC Motor Corporation Limited,BAIC Motor Corporation Limited Unsponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::INPOY,INPOY,OTC,InPost S.A,InPost S.A. Unsponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::MGHTF,MGHTF,OTC,Mercury NZ Limited,Mercury NZ Limited Ordinary Shares,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::TTVSY,TTVSY,OTC,Totvs SA,Totvs S.A. ADR,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
NASDAQ::TOP,TOP,NASDAQ,Zhong Yang Financial Group Limited Ordinary Shares,Top Financial Group Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::CUCSY,CUCSY,OTC,China Communications Services Corporation Limited,China Communications Construction Company Ltd. Unsponsored ADR,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
NASDAQ::PRHIZ,PRHIZ,NASDAQ,"Presurance Holdings, Inc.","Presurance Holdings, Inc. 9.75% Preferred Stock due 2028",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::AILLN,AILLN,OTC,Ameren Illinois Company,Ameren Illinois Co. Preferred Stock 4.9% Perpetual,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::OWLS,OWLS,NASDAQ,OBOOK Holdings Inc. Class A Common Shares,Obook Holdings Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::GTN,GTN,NYSE,"Gray Media, Inc.","Gray Television, Inc.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::PII,PII,NYSE,Polaris Industries Inc,Polaris Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::KNBWY,KNBWY,OTC,Kirin Holdings Co Ltd,"Kirin Holdings Company, Limited Sponsored ADR",ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::WILWY,WILWY,OTC,Wallenius Wilhelmsen ASA,Wilhelmsen Holding ASA ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::WKGFF,WKGFF,OTC,WestKam Gold Corp,Big Bear Gold Corp.,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::LGHL,LGHL,NASDAQ,Lion Group Holding Ltd,Lion Group Holding Ltd American Depositary Receipt,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::MESO,MESO,NASDAQ,Mesoblast Ltd,Mesoblast Limited Sponsored ADR,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::SOHON,SOHON,NASDAQ,Sotherly Hotels Inc PR,Sotherly Hotels Preferred Stock 8.25% Perpetual,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NYSE::GJO,GJO,NYSE,Strats SM Trust for Wal Mart Stores Inc Securities Series 2005-4 GIC,STRATS Trust for Wal-Mart Inc. Preferred Stock 5.35372% Due 02/15/2030,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::BCRD,BCRD,OTC,BlueOne Technologies Inc.,Blueone Card Inc.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::MSLVF,MSLVF,OTC,Mantaro Silver Corp,First Andes Silver Ltd.,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
OTC::SAXPY,SAXPY,OTC,Sampo OYJ,Sampo Oyj Sponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::CRRFY,CRRFY,OTC,Carrefour SA PK,Carrefour S.A. Sponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
NYSE::AFGC,AFGC,NYSE,American Financial Group Inc,American Financial Group Preferred Stock 5.125% Due 12/15/2059,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::HVMC,HVMC,NASDAQ,Highview Merger Corp. Class A Ordinary Share,Highview Merger Corp.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::KLYCY,KLYCY,OTC,Kunlun Energy Co Ltd PK,Kunlun Energy Company Limited - Unsponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::SHLAF,SHLAF,OTC,Schindler Holding AG,Schindler Holding AG Participation Certificate,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
NASDAQ::ATHE,ATHE,NASDAQ,Alterity Therapeutics Ltd,Alterity Therapeutics Limited - Depositary Receipt (Common Stock),second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::FRMEP,FRMEP,NASDAQ,First Merchants Corporation Depository Shares,First Merchants Corporation 7.50% Perpetual Preferred Stock Series A,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::LEHLQ,LEHLQ,OTC,LEHMAN BROTHERS HOLDINGS CAP TS,Lehman Brothers Holdings Capital Trust IV Preferred Stock 6.375% Due 10/31/2052,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::ABLV,ABLV,NASDAQ,Able View Global Inc. Class B Ordinary Shares,Able View Global Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::ADTN,ADTN,NASDAQ,ADTRAN Inc,"Adtran Holdings, Inc.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::ALNT,ALNT,NASDAQ,Allient Inc.,Alliant Energy Corporation,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::BACC,BACC,NASDAQ,Blue Acquisition Corp. Class A Ordinary Shares,Blue Acquisition Corp.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::FMFC,FMFC,NASDAQ,Kandal M Venture Limited Class A Ordinary Shares,Kandal M Venture Limited,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::GTEN,GTEN,NASDAQ,"Gores Holdings X, Inc. Class A ordinary shares","Gores Holdings X, Inc.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::GV,GV,NASDAQ,Visionary Education Technology Holdings Group Inc.,Visionary Holdings Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::HIT,HIT,NASDAQ,"Health In Tech, Inc. Class A Common Stock",Health In Tech Inc.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::MCTA,MCTA,NASDAQ,Charming Medical Limited Class A Ordinary Shares,Charming Medical Limited,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::RARE,RARE,NASDAQ,Ultragenyx,Ultragenyx Pharmaceutical Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::SHMD,SHMD,NASDAQ,SCHMID Group N.V. Class A Ordinary Shares,Schmid Group N.V.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::SZZL,SZZL,NASDAQ,Sizzle Acquisition Corp. II - Class A ordinary shares,Sizzle Acquisition Corp.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::VCIG,VCIG,NASDAQ,VCI Global Limited Ordinary Share,VCI Global Limited,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::YYGH,YYGH,NASDAQ,YY Group Holding Limited Class A Ordinary Shares,Yy Group Holding Ltd.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NYSE::ANDG,ANDG,NYSE,Andersen Group Inc.,Andersen Group Inc. Class A Common Stock,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NYSE::FERG,FERG,NYSE,Ferguson Plc,Ferguson Enterprises Inc,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::SKLZ,SKLZ,NYSE,Skillz Platform Inc,Skillz Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::DRPRF,DRPRF,OTC,Dr. Ing. h.c. F. Porsche AG,Dr. Ing. h.c. F. Porsche Aktiengesellschaft Preference,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::ESOCF,ESOCF,OTC,Enel SpA,Enel S.p.A.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::FRCJL,FRCJL,OTC,First Republic Bank,FIRST REP BK D/S PREF J,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
OTC::GNGBF,GNGBF,OTC,Getinge AB,Getinge AB Class B Shares,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::MNULF,MNULF,OTC,MANULIFE US REIT,Manulife US Real Estate Investment Trust,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::TOMYY,TOMYY,OTC,TOMY Company Ltd,Tommy Co. Ltd. ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::VNORP,VNORP,OTC,Vornado Realty Trust,Vornado Realty Trust 6.5% Perpetual Preferred Stock,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::IMCR,IMCR,NASDAQ,Immunocore Holdings Ltd,Immunocore Holdings plc American Depositary Receipt,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NYSE::SPME,SPME,NYSE,"Sound Point Meridian Capital, Inc.","Sound Point Meridian Capital, Inc. 7.875% Series B Preferred Shares due 2030",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::IDTRY,IDTRY,OTC,INDUTRADE AB UNSP/ADR,Indutrade AB Depositary Receipt,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
NYSE::BEPI,BEPI,NYSE,Brookfield BRP Holdings (Canada (BEPI),Brookfield BRP Holdings Inc. Preferred Stock 4.875% Perpetual,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::EMPG,EMPG,NASDAQ,Empro Group Inc. Ordinary shares,Empro Group Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::MRX,MRX,NASDAQ,Marex Group plc Ordinary Shares,Marex Group plc,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::DUKB,DUKB,NYSE,Duke Energy Corp,Duke Energy Corp. Preferred 5.625%,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::CTOWY,CTOWY,OTC,China Tower Corporation Limited,China Tower Corporation Limited - Unsponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::ONXYY,ONXYY,OTC,Ontex Group NV,Ontex Group NV Unsponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::TZROP,TZROP,OTC,tZERO Group Inc,tZERO Group Inc. Preferred Stock,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::ATPC,ATPC,NASDAQ,Agape ATP Corporation Common Stock,Agape ATP Corporation,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::BL,BL,NASDAQ,Blackline Inc,"BlackLine, Inc. Common Stock",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::HTFL,HTFL,NASDAQ,"Heartflow, Inc. Common Stock","HeartFlow, Inc.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::KDK,KDK,NASDAQ,"Kodiak AI, Inc. Common Stock","Kodiak AI, Inc.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::SAIL,SAIL,NASDAQ,"SailPoint, Inc. Common Stock","SailPoint, Inc.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::SLSN,SLSN,NASDAQ,"Solesence, Inc. Common Stock",Solesence Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::SUUN,SUUN,NASDAQ,PowerBank Corporation Common Stock,PowerBank Corporation,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::ZYME,ZYME,NASDAQ,Zymeworks Inc. Common Stock,Zymeworks Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::DT,DT,NYSE,Dynatrace Holdings LLC,"Dynatrace, Inc.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::AMST,AMST,NASDAQ,Amesite Operating Co,Amesite Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::INDV,INDV,NASDAQ,Indivior PLC Ordinary Shares,"Indivior Pharmaceuticals, Inc.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::MNSBP,MNSBP,NASDAQ,MainStreet Bancshares Inc,MainStreet Bancshares Inc. 7.5% Perpetual Preferred Stock,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::VNOM,VNOM,NASDAQ,Viper Energy Ut,Viper Energy Inc. Class A Common Stock,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::CVPUF,CVPUF,OTC,CP ALL Public Company Limited,CP All Public Company Limited – Non-Voting Depository Receipt,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
OTC::ISMAY,ISMAY,OTC,Indra Sistemas SA,Indra Sistemas S.A. - Unsponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
NASDAQ::GPRE,GPRE,NASDAQ,Green Plains Renewable Energy Inc,Green Plains Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::SMREF,SMREF,OTC,Sun Summit Minerals Corp,Sun Summit Minerals Corp Common Stock (7YQ/SMN/SMREF),second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::TRMND,TRMND,OTC,New Wave Holdings Corp,Humanoid Global Holdings Corp.,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::GMHS,GMHS,NASDAQ,Gamehaus Holdings Inc. Class A Ordinary Shares,Gamehaus Holdings Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::OIM,OIM,NASDAQ,OneIM Acquisition Corp. Class A Ordinary Shares,OneIM Acquisition Corp.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::SIMA,SIMA,NASDAQ,SIM Acquisition Corp. I Class A Ordinary Shares,Sim Acquisition Corp I,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::SORN,SORN,NASDAQ,Soren Acquisition Corp. Class A Ordinary Shares,Soren Acquisition Corp.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::SVCC,SVCC,NASDAQ,Stellar V Capital Corp. Class A Ordinary Shares,Stellar V Capital Corp.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::VSME,VSME,NASDAQ,VS Media Holdings Limited Class A Ordinary Shares,Vs Media Holdings Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::YAAS,YAAS,NASDAQ,Youxin Technology Ltd Class A Ordinary shares,Youxin Technology Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::AILIM,AILIM,OTC,Ameren Illinois Company,Ameren Illinois Co. 4.7% Preferred Stock,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
OTC::DLICY,DLICY,OTC,Dai-ichi Life Holdings Inc,"Dai-ichi Life Holdings, Inc. Unsponsored Depositary Receipt",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::NSARO,NSARO,OTC,NSTAR Electric Company,NSTAR Electric Company 4.78% Perpetual Preferred Stock,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::AUTL,AUTL,NASDAQ,Autolus Therapeutics Ltd,Autolus Therapeutics plc American Depositary Receipt,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::BCYC,BCYC,NASDAQ,Bicycle Therapeutics Ltd,Bicycle Therapeutics plc American Depositary Receipt,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::BNR,BNR,NASDAQ,Burning Rock Biotech Ltd,Burning Rock Biotech Limited American Depositary Receipt,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::CSAI,CSAI,NASDAQ,"Cloudastructure, Inc. Class A Common Stock",Cloudastructure Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
