ticker,exchange,confidence,reason
ADGL,OTC,high,"OpenFIGI ISIN-validation symbol-reconciliation 2026-06-22: Renamed + retickered to Compliance Advocates Corp (OTC:CODV, 2026-05); old symbol ADGL defunct."
ADUR,OTC,0.96,"Yahoo Finance resolves this symbol to NasdaqCM rather than the current exchange, indicating the current listing is stale."
ATCHW,OTC,0.95,Correctness audit 2026-06-15: row is a WARRANT (SPAC '...W' ticker) mislabeled asset_type=Stock; out of scope for a stock/ETF dataset (no Warrant asset_type). Verified via OpenFIGI/issuer.
ATHHF,OTC,0.97,"Manual OTC issuer-by-issuer review April 2026: ATHHF maps to Aether Catalyst Solutions on OTC/CSE sources; Athene Holding Ltd is a different issuer, so this looks like symbol reuse/cross-issuer contamination."
AVBH,OTC,0.96,"Yahoo Finance resolves this symbol to NasdaqGS rather than the current exchange, indicating the current listing is stale."
AXIL,OTC,0.96,"Yahoo Finance resolves this symbol to NYSE American rather than the current exchange, indicating the current listing is stale."
BCHT,OTC,0.96,"Yahoo Finance resolves this symbol to NYSE American rather than the current exchange, indicating the current listing is stale."
BFH-PA,OTC,0.96,"Yahoo Finance resolves this symbol to NYSE rather than the current exchange, indicating the current listing is stale."
BGLAF,OTC,0.97,"Manual OTC issuer-by-issuer review April 2026: BGLAF is BioGaia AB (publ) on market data/issuer sources; Bangkok Life Assurance is an unrelated Thai insurer, so this is symbol reuse."
BHST,OTC,0.96,"Yahoo Finance resolves this symbol to NasdaqGM rather than the current exchange, indicating the current listing is stale."
BRGC,OTC,high,"OpenFIGI ISIN-validation symbol-reconciliation 2026-06-22: Renamed + retickered to North America Lithium and Gold Corp (OTC:NALG, 2026-01); old symbol BRGC defunct."
BUSCD,OTC,0.96,"Blue Star Global OTC disclosure filed under BUSCD states the issuer is listed on OTC Pink under trading symbol BUSC, and the exact BUSCD market page lists OTC Link US BUSC after the 2026 reverse-split suffix period; dataset already carries OTC::BUSC with reviewed sector, so drop stale temporary BUSCD duplicate."
CCID,OTC,0.96,"Yahoo Finance resolves this symbol to NYSE rather than the current exchange, indicating the current listing is stale."
CIIT,OTC,0.96,"Yahoo Finance resolves this symbol to NasdaqCM rather than the current exchange, indicating the current listing is stale."
CLCIV,OTC,0.96,"Carlyle Credit Income Fund issuer release identifies the underlying instrument as 7.375% Series D Preferred Shares due 2028 expected to trade as NYSE symbol CCID, and secondary OTC/dividend references identify CLCIV as the same preferred/redeemable Series D line; drop stale non-common OTC row."
CMTV,OTC,0.96,"Yahoo Finance resolves this symbol to NasdaqCM rather than the current exchange, indicating the current listing is stale."
COSO,OTC,0.96,"Yahoo Finance resolves this symbol to NYSE rather than the current exchange, indicating the current listing is stale."
CUHRF,OTC,0.98,"Official OTC Markets security details for active DSEAF record the symbol change from CUHRF to DSEAF and company name change from Copperhead Resources Inc. to DEEP SEA MINERALS CORP; dataset already carries OTC::DSEAF with reviewed Materials sector, so drop stale predecessor symbol."
CYCL,OTC,0.97,"Manual OTC issuer-by-issuer review April 2026: OTC Markets filing viewer shows the live issuer as Cycclone, Inc.; Centennial Communications Corp. is a defunct prior issuer and this is symbol reuse."
DMYYU,OTC,0.95,"dMY Squared Technology — defunct SPAC unit, no current listing (verified v3.30.31 + 2026-06-19)"
EFSI,OTC,0.96,"Yahoo Finance resolves this symbol to NasdaqCM rather than the current exchange, indicating the current listing is stale."
EICC,OTC,0.96,"Yahoo Finance resolves this symbol to NYSE rather than the current exchange, indicating the current listing is stale."
EIIA,OTC,0.96,"Yahoo Finance resolves this symbol to NYSE rather than the current exchange, indicating the current listing is stale."
FCNCN,OTC,0.96,"Yahoo Finance resolves this symbol to NasdaqGS rather than the current exchange, indicating the current listing is stale."
FGPRB,OTC,0.95,"db-wide audit 2026-06-21: Ferrellgas preferred, no longer a distinct listing"
FSUN,OTC,0.96,"Yahoo Finance resolves this symbol to NasdaqGS rather than the current exchange, indicating the current listing is stale."
GBFH,OTC,0.96,"Yahoo Finance resolves this symbol to NasdaqCM rather than the current exchange, indicating the current listing is stale."
GOAI,OTC,0.96,"Yahoo Finance resolves this symbol to NasdaqCM rather than the current exchange, indicating the current listing is stale."
ILHMF,OTC,0.97,"Conservative OTC stale/symbol-reuse cleanup April 2026: issuer-by-issuer review found the prior canonical row unsupported by current OTC/issuer evidence, so the row is removed rather than renamed."
ISBA,OTC,0.96,"Yahoo Finance resolves this symbol to NasdaqCM rather than the current exchange, indicating the current listing is stale."
LMDCF,OTC,0.97,"Conservative OTC stale/symbol-reuse cleanup April 2026: issuer-by-issuer review found the prior canonical row unsupported by current OTC/issuer evidence, so the row is removed rather than renamed."
LOB-PA,OTC,0.96,"Yahoo Finance resolves this symbol to NYSE rather than the current exchange, indicating the current listing is stale."
LOMEF,OTC,0.97,"Conservative OTC stale/symbol-reuse cleanup April 2026: issuer-by-issuer review found the prior canonical row unsupported by current OTC/issuer evidence, so the row is removed rather than renamed."
LRGR,OTC,high,"OpenFIGI ISIN-validation symbol-reconciliation 2026-06-22: Renamed + retickered to Fortun Holdings Corp (OTC:FRTU, 2026-06); old symbol LRGR defunct. New symbol needs vetted coverage-expansion add (name/sector unchanged-check)."
LUFFF,OTC,0.97,"Conservative OTC stale/symbol-reuse cleanup April 2026: issuer-by-issuer review found the prior canonical row unsupported by current OTC/issuer evidence, so the row is removed rather than renamed."
LVCLF,OTC,0.97,"Conservative OTC stale/symbol-reuse cleanup April 2026: issuer-by-issuer review found the prior canonical row unsupported by current OTC/issuer evidence, so the row is removed rather than renamed."
MANA,OTC,0.97,"Conservative OTC stale/symbol-reuse cleanup April 2026: issuer-by-issuer review found the prior canonical row unsupported by current OTC/issuer evidence, so the row is removed rather than renamed."
MBBC,OTC,0.96,"Yahoo Finance resolves this symbol to NasdaqCM rather than the current exchange, indicating the current listing is stale."
MBINL,OTC,0.96,"Yahoo Finance resolves this symbol to NasdaqCM rather than the current exchange, indicating the current listing is stale."
MBNKO,OTC,0.96,"Yahoo Finance resolves this symbol to NasdaqCM rather than the current exchange, indicating the current listing is stale."
MCHB,OTC,0.96,"Yahoo Finance resolves this symbol to NasdaqGS rather than the current exchange, indicating the current listing is stale."
MDCX,OTC,0.96,"Yahoo Finance resolves this symbol to NasdaqCM rather than the current exchange, indicating the current listing is stale."
MFMLF,OTC,0.97,"Conservative OTC stale/symbol-reuse cleanup April 2026: issuer-by-issuer review found the prior canonical row unsupported by current OTC/issuer evidence, so the row is removed rather than renamed."
MHIFD,OTC,0.97,"DTCC OTC daily list records a 2011 symbol change from MHIFD to MHIFF for Mineral Hill Industries Ltd ordinary shares, and the MHIFF successor row is already excluded by reviewed OTC stale cleanup; drop stale predecessor symbol."
MHIFF,OTC,0.97,"Conservative OTC stale/symbol-reuse cleanup April 2026: issuer-by-issuer review found the prior canonical row unsupported by current OTC/issuer evidence, so the row is removed rather than renamed."
MHTCF,OTC,0.99,"Manual OTC issuer-by-issuer review April 2026: Maitri Health Technologies already rebranded to Bloom Health Partners in 2021; current live MHTCF profile points to Mitsui High-tec, so this is symbol reuse/cross-issuer."
MMJ,OTC,0.98,"Current official OTC Markets data lists the issuer under active OTC symbol MMJJF / UNDERWOOD CAP LTD, and the dataset already carries OTC::MMJJF with reviewed Financials sector; issuer announcements show the ASX line changed from MMJ Group/Hygrovest to Underwood Capital (ASX: UWC). Drop stale OTC::MMJ duplicate lacking an active exact OTC reference."
MNXMF,OTC,0.97,"Conservative OTC stale/symbol-reuse cleanup April 2026: issuer-by-issuer review found the prior canonical row unsupported by current OTC/issuer evidence, so the row is removed rather than renamed."
MREYF,OTC,0.97,"Conservative OTC stale/symbol-reuse cleanup April 2026: issuer-by-issuer review found the prior canonical row unsupported by current OTC/issuer evidence, so the row is removed rather than renamed."
MRRYF,OTC,0.97,"Conservative OTC stale/symbol-reuse cleanup April 2026: issuer-by-issuer review found the prior canonical row unsupported by current OTC/issuer evidence, so the row is removed rather than renamed."
NBRY,OTC,high,"OpenFIGI ISIN-validation symbol-reconciliation 2026-06-22: Reverse-merger rename+reticker to Dajialai Digital Technology Group Corp (OTC:DAJL, 2026-02); old symbol NBRY defunct. Business/domicile changed (US bakery -> Chinese digital tech) -> needs vetted re-add, not field carry-over."
NWPIF,OTC,0.97,"Conservative OTC stale/symbol-reuse cleanup April 2026: issuer-by-issuer review found the prior canonical row unsupported by current OTC/issuer evidence, so the row is removed rather than renamed."
OCCIM,OTC,0.96,"Yahoo Finance resolves this symbol to NasdaqCM rather than the current exchange, indicating the current listing is stale."
ODYS,OTC,0.96,"Yahoo Finance resolves this symbol to NasdaqCM rather than the current exchange, indicating the current listing is stale."
OXFRV,OTC,0.96,"Oxford Lane Capital issuer page lists the current 8.25% 2031 line as NasdaqGS OXLCM preferred stock, while secondary OTC/dividend references identify OXFRV as the same 8.25% preferred/redeemable 2031 line; drop stale non-common OTC row."
PDPA,OTC,0.96,"Yahoo Finance resolves this symbol to NYSE rather than the current exchange, indicating the current listing is stale."
PMDRF,OTC,0.97,"Conservative OTC stale/symbol-reuse cleanup April 2026: issuer-by-issuer review found the prior canonical row unsupported by current OTC/issuer evidence, so the row is removed rather than renamed."
PNNEF,OTC,0.97,"Conservative OTC stale/symbol-reuse cleanup April 2026: issuer-by-issuer review found the prior canonical row unsupported by current OTC/issuer evidence, so the row is removed rather than renamed."
PUSOF,OTC,0.97,"Conservative OTC stale/symbol-reuse cleanup April 2026: issuer-by-issuer review found the prior canonical row unsupported by current OTC/issuer evidence, so the row is removed rather than renamed."
QCCUF,OTC,0.97,"Conservative OTC stale/symbol-reuse cleanup April 2026: issuer-by-issuer review found the prior canonical row unsupported by current OTC/issuer evidence, so the row is removed rather than renamed."
RDEMF,OTC,0.95,db-wide audit 2026-06-21: defunct/delisted (Red Eagle Mining)
REED,OTC,0.96,"Yahoo Finance resolves this symbol to NYSE American rather than the current exchange, indicating the current listing is stale."
RTGC,OTC,high,"OpenFIGI ISIN-validation symbol-reconciliation 2026-06-22: Reverse-merger rename+reticker to Bo Qi Yi Hao Holding Group Corp (OTC:BQHG, 2026-02); old symbol RTGC defunct. Business/domicile changed -> needs vetted re-add."
SAHRF,OTC,0.97,"Conservative OTC stale/symbol-reuse cleanup April 2026: issuer-by-issuer review found the prior canonical row unsupported by current OTC/issuer evidence, so the row is removed rather than renamed."
SCE-PN,OTC,0.96,"Yahoo Finance resolves this symbol to NYSE rather than the current exchange, indicating the current listing is stale."
SGCSF,OTC,0.97,"Conservative OTC stale/symbol-reuse cleanup April 2026: issuer-by-issuer review found the prior canonical row unsupported by current OTC/issuer evidence, so the row is removed rather than renamed."
SGTB,OTC,0.97,"Conservative OTC stale/symbol-reuse cleanup April 2026: issuer-by-issuer review found the prior canonical row unsupported by current OTC/issuer evidence, so the row is removed rather than renamed."
SICNF,OTC,0.97,"Conservative OTC stale/symbol-reuse cleanup April 2026: issuer-by-issuer review found the prior canonical row unsupported by current OTC/issuer evidence, so the row is removed rather than renamed."
SILO,OTC,0.96,"Yahoo Finance resolves this symbol to NasdaqCM rather than the current exchange, indicating the current listing is stale."
SKTPP,OTC,0.95,db-wide audit 2026-06-21: preferred stock (out of Stock scope)
SKYC,OTC,0.97,"Conservative OTC stale/symbol-reuse cleanup April 2026: issuer-by-issuer review found the prior canonical row unsupported by current OTC/issuer evidence, so the row is removed rather than renamed."
SLMZF,OTC,0.97,"Conservative OTC stale/symbol-reuse cleanup April 2026: issuer-by-issuer review found the prior canonical row unsupported by current OTC/issuer evidence, so the row is removed rather than renamed."
SLSR,OTC,0.96,"Yahoo Finance resolves this symbol to NYSE American rather than the current exchange, indicating the current listing is stale."
SMTK,OTC,0.96,"Yahoo Finance resolves this symbol to NasdaqCM rather than the current exchange, indicating the current listing is stale."
SNWV,OTC,0.96,"Yahoo Finance resolves this symbol to NasdaqGM rather than the current exchange, indicating the current listing is stale."
SOUL,OTC,0.96,"Yahoo Finance resolves this symbol to NYSE rather than the current exchange, indicating the current listing is stale."
SOUTF,OTC,0.97,"Manual OTC issuer-by-issuer review April 2026 wave 2: OTC filing viewer and issuer site show Southern Energy Corp.; current row names Southern Cross Media Group, which is a different issuer."
SPMA,OTC,0.96,"Yahoo Finance resolves this symbol to NYSE rather than the current exchange, indicating the current listing is stale."
SPOC,OTC,0.97,"Manual OTC issuer-by-issuer review April 2026 wave 2: SEC/OTC references show live issuer as Spectrum Oil Corp.; current row says Spectrum Technology Corporation, so this is symbol reuse."
STXPF,OTC,0.97,"Conservative OTC stale/symbol-reuse cleanup April 2026: issuer-by-issuer review found the prior canonical row unsupported by current OTC/issuer evidence, so the row is removed rather than renamed."
SUNFF,OTC,high,"Redundant grey-market OTC shadow of Sun Life Financial (primary SLF/NYSE, correct ISIN CA8667961053); only appeared after a sibling shadow's wrong ISIN was corrected. OpenFIGI ISIN-validation triage 2026-06-22."
TCBWF,OTC,0.95,OpenFIGI securityType=non-equity; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
TEAH,OTC,high,"OpenFIGI ISIN-validation symbol-reconciliation 2026-06-22: Reverse-merger rename+reticker to BJ Bio-Tech Development Management Group (OTC:BJBJ, 2026-04); old symbol TEAH defunct. Business/domicile changed -> needs vetted re-add."
TESTJ,OTC,0.96,Multiple market-data references identify TESTJ as Test Security J1 / OTC Test Equity / Test Comp rather than an operating issuer; drop synthetic test placeholder from the stock/ETF export scope instead of assigning a fake sector.
TGRO,OTC,0.99,Official TMX ETF references show TGRO as an active TSX ETF while the current OTC row is the weaker conflicting listing in the current one-ticker core model.
TLN,OTC,0.96,"Yahoo Finance resolves this symbol to NasdaqGS rather than the current exchange, indicating the current listing is stale."
TRPEF,OTC,high,"Redundant grey-market OTC shadow of TC Energy (primary TRP/NYSE, correct ISIN CA87807B1076); TC Energy keeps one OTC shadow (TCEYF). OpenFIGI ISIN-validation triage 2026-06-22."
TRPPF,OTC,high,Redundant grey-market OTC shadow of TC Energy carrying a wrong ISIN (AU0000180887=Tissue Repair Ltd); primary TRP/NYSE. OpenFIGI ISIN-validation triage 2026-06-22.
TRPRF,OTC,high,Redundant grey-market OTC shadow of TC Energy carrying a wrong ISIN (AU0000180887=Tissue Repair Ltd); primary TRP/NYSE. OpenFIGI ISIN-validation triage 2026-06-22.
ULYX,OTC,0.99,"SEC Form 8-K dated 2026-04-28 reports completion of the Agero merger: each outstanding Urgent.ly common share converted into the right to receive cash, Urgent.ly became a wholly owned Agero subsidiary, and the prior public equity ceased to remain a current stock/ETF row."
UMBFO,OTC,0.96,"Yahoo Finance resolves this symbol to NasdaqGS rather than the current exchange, indicating the current listing is stale."
VBAMF,OTC,0.97,"Conservative OTC stale/symbol-reuse cleanup April 2026: issuer-by-issuer review found the prior canonical row unsupported by current OTC/issuer evidence, so the row is removed rather than renamed."
VRM,OTC,0.96,"Yahoo Finance resolves this symbol to NasdaqGM rather than the current exchange, indicating the current listing is stale."
WETH,OTC,0.96,"Yahoo Finance resolves this symbol to NasdaqCM rather than the current exchange, indicating the current listing is stale."
WSBCO,OTC,0.96,"Yahoo Finance resolves this symbol to NasdaqGS rather than the current exchange, indicating the current listing is stale."
WTFCN,OTC,0.96,"Yahoo Finance resolves this symbol to NasdaqGS rather than the current exchange, indicating the current listing is stale."
XTRRF,OTC,0.97,"Conservative OTC stale/symbol-reuse cleanup April 2026: issuer-by-issuer review found the prior canonical row unsupported by current OTC/issuer evidence, so the row is removed rather than renamed."
YNGFF,OTC,0.99,Live OTC Markets references resolve YNGFF to Yangzijiang Financial Holding while the current dataset row still carries legacy Veris Gold issuer metadata and a Canadian ISIN; drop the row until a reliable current OTC identifier source can rebuild it safely.
LOADSR1,PSX,0.99,"Official PSX data portal identifies LOADSR1 as LOADS Limited (Right), and CDC/PSX right-issue notices identify the line as an unpaid/right security rather than a common stock or ETF; drop rights instrument from current stock/ETF scope."
WASLR,PSX,0.99,"Official PSX data portal identifies WASLR as Wasl Mobility Modaraba(Right), with independent market references and OpenFIGI probe context also classifying the line as a rights security; drop rights instrument from current stock/ETF scope."
5BS,SGX,0.96,Sen Yue Holdings — delisted from SGX Catalist 2026-04-30 (Cenvios compulsory acquisition; web-verified)
B69,SGX,0.99,Official SGX delisting announcement identifies Broadway Industrial Group Limited - SG1B21008464 - B69 and delists it from the Official List effective 21 April 2026; drop stale non-current row.
L38,SGX,0.99,Official SGX delisting announcement identifies AF Global Limited - SG1C01001033 - L38 and delists it from the Official List effective 24 April 2026; drop stale non-current row.
CBUSAS,SIX,0.99,Official SIX ETF and ETP reference exports do not list this stale line as an active SIX product.
CSMXCP,SIX,0.99,Official SIX ETF and ETP reference exports do not list this stale line as an active SIX product.
CU2E,SIX,0.99,Official SIX ETF and ETP reference exports do not list this stale line as an active SIX product.
ELOW,SIX,0.99,Official SIX ETF and ETP reference exports do not list this stale line as an active SIX product.
H500,SIX,0.99,Official SIX ETF and ETP reference exports do not list this stale line as an active SIX product.
HAUTE,SIX,0.99,Official SIX issuer references do not list this stale equity line as an active SIX listing.
SXIPEX,SIX,0.99,Official SIX ETF and ETP reference exports do not list this stale line as an active SIX product.
SXKPEX,SIX,0.99,Official SIX ETF and ETP reference exports do not list this stale line as an active SIX product.
36GRP,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes no active primary symbol for this ticker; the remaining STO core row is stale.
ADDV-A,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes no active primary symbol for this ticker; the remaining STO core row is stale.
AMARON-CF-,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes no active primary symbol for this ticker; the remaining STO core row is stale.
BLUE,STO,0.97,Official NGM companies directory lists Bluelake Mineral AB under the active Stockholm ticker NICK; the remaining BLUE row is a stale pre-rename ticker.
BRE2,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes no active primary symbol for this ticker; the remaining STO core row is stale.
BTCX,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes the Goobit Group company profile without an active primary symbol for this ticker; the remaining STO core row is stale.
BUDDY-B,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes the BuddyPro company profile without an active primary symbol for this ticker; the remaining STO core row is stale.
CARDEO,STO,0.97,Official NGM companies directory lists Cardeon AB under the active Stockholm ticker TCAB-B; the remaining CARDEO row is a stale ticker.
CINIS,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes no active primary symbol for this ticker; the remaining STO core row is stale.
CMH,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes no active primary symbol for this ticker; the remaining STO core row is stale.
COEGIN,STO,0.97,Official NGM companies directory lists Coegin Pharma under the active Stockholm ticker GOLDB; the remaining COEGIN row is a stale ticker.
CRUST-B,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes no active primary symbol for this ticker; the remaining STO core row is stale.
DIV-B,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes the Dividend Sweden company profile without an active primary symbol for this ticker; the remaining STO core row is stale.
ECOMB,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes the Ecomb company profile without an active primary symbol for this ticker; the remaining STO core row is stale.
EMART,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes the EmbeddedArt company profile without an active primary symbol for this ticker; the remaining STO core row is stale.
GARPCO-B,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes the Garpco company profile without an active primary symbol for this ticker; the remaining STO core row is stale.
GMERC-B,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes the GreenMerc company profile without an active primary symbol for this ticker; the remaining STO core row is stale.
HMPLY,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes the Hemply Balance company profile without an active primary symbol for this ticker; the remaining STO core row is stale.
HYCO,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes no active primary symbol for this ticker; the remaining STO core row is stale.
IMHO-B,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes no active primary symbol for this ticker; the remaining STO core row is stale.
INFRA,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes the Infracom Group company profile without an active primary symbol for this ticker; the remaining STO core row is stale.
INT,STO,0.99,"Official Nasdaq First North Stockholm notice shows Intellego Technologies was removed from trading in March 2026, so the remaining STO core row is stale."
JDT,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes the JonDeTech company profile without an active primary symbol for this ticker; the remaining STO core row is stale.
KDEV,STO,0.99,Official Nasdaq Nordic Stockholm directory lists ISIN SE0002190926 under the active ticker KDV-B; the remaining KDEV row is a stale pre-rename ticker.
KOLL,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes no active primary symbol for this ticker; the remaining STO core row is stale.
LADYLU,STO,0.99,Official Nasdaq Nordic Stockholm directory lists ISIN SE0015797873 under the active ticker EMB; the remaining LADYLU row is a stale pre-rename ticker.
LATF-B,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes the Latvian Forest Company profile without an active primary symbol for this ticker; the remaining STO core row is stale.
LEVBIO,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes the Level Bio company profile without an active primary symbol for this ticker; the remaining STO core row is stale.
LINKAB,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes the Link Prop Investment company profile without an active primary symbol for this ticker; the remaining STO core row is stale.
LIPUM,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes no active primary symbol for this ticker; the remaining STO core row is stale.
LOHILO,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes the Lohilo Foods company profile without an active primary symbol for this ticker; the remaining STO core row is stale.
M8G,STO,0.99,"Official Nasdaq Nordic search no longer returns M8G as an active Stockholm share and the company is now tracked under VER, so the remaining M8G core row is a stale pre-rename listing."
MAHVIE,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes the Mahvie Minerals company profile without an active primary symbol for this ticker; the remaining STO core row is stale.
MASHUP,STO,0.99,Official Nasdaq Nordic Stockholm directory lists the active Larkberget company as ticker LARK while the remaining MASHUP row carries a mismatched reused ISIN and stale ticker metadata.
MCLR,STO,0.97,Official NGM companies directory lists Medclair under the active Stockholm ticker SPIN; the remaining MCLR row is a stale ticker.
NAVIGO-STA,STO,0.99,Official Nasdaq Nordic Stockholm directory lists ISIN SE0007100532 under the active ticker NAVIGO-STAM; the remaining NAVIGO-STA row is a stale pre-rename ticker.
NELO,STO,0.99,Official Nasdaq Nordic search returns NELO only as a NOK share rather than a SEK Stockholm share and Spotlight search has no active exact Stockholm listing; the remaining STO core row is an exchange mismatch.
NJOB,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes no active primary symbol for this ticker; the remaining STO core row is stale.
NOKIA,STO,0.99,Official Nasdaq Nordic Stockholm search lists ISIN FI0009000681 under the active Stockholm ticker NOKIA-SEK; the remaining NOKIA row is a stale local ticker form.
NORDIG,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes the Nord Insuretech Group company profile without an active primary symbol for this ticker; the remaining STO core row is stale.
NOSIUM-B,STO,0.99,Official NGM companies directory lists the active Stockholm listing as SHI-B (NOSIUM AB); the remaining NOSIUM-B row is a stale pre-rename ticker.
PIXEL,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes the Pixelfox company profile without an active primary symbol for this ticker; the remaining STO core row is stale.
POLYMER,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes the Polymer Factory company profile without an active primary symbol for this ticker; the remaining STO core row is stale.
QBRICK,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes the Qbrick company profile without an active primary symbol for this ticker; the remaining STO core row is stale.
RLOS-B,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes the RanLOS company profile without an active primary symbol for this ticker; the remaining STO core row is stale.
RLVNC,STO,0.97,Official NGM companies directory lists Relevance Communication Nordic under the active Stockholm ticker N55; the remaining RLVNC row is a stale ticker.
RMDX,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes the Railway Metrics and Dynamics company profile without an active primary symbol for this ticker; the remaining STO core row is stale.
SBFBO-A,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes no active primary symbol for this ticker; the remaining STO core row is stale.
SBFBO-B,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes no active primary symbol for this ticker; the remaining STO core row is stale.
SCOUT,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes no active primary symbol for this ticker; the remaining STO core row is stale.
SEHED-B,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes the SEHED Byggmaestargruppen company profile without an active primary symbol for this ticker; the remaining STO core row is stale.
SILEON,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes no active primary symbol for this ticker; the remaining STO core row is stale.
STATE,STO,0.97,Official NGM companies directory lists SafeState under the active Stockholm ticker EOID; the remaining STATE row is a stale ticker.
SYNEXO,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes no active primary symbol for this ticker; the remaining STO core row is stale.
TCC-A,STO,0.97,Official NGM companies directory lists TCECUR Sweden AB under the active Stockholm ticker TCC; the remaining TCC-A row is a stale ticker.
TRIONA,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes the Triona company profile without an active primary symbol for this ticker; the remaining STO core row is stale.
TRNSF,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes the Transfer Group company profile without an active primary symbol for this ticker; the remaining STO core row is stale.
VALUNO,STO,0.97,Official NGM companies directory lists VALUNO Group AB under the active Stockholm ticker QBIT; the remaining VALUNO row is a stale ticker.
WONDR,STO,0.98,Official Nasdaq Nordic Stockholm search and Spotlight search do not return an active exact Stockholm share while the current NGM company directory exposes the Wonderboo company profile without an active primary symbol for this ticker; the remaining STO core row is stale.
002231,SZSE,0.95,Official SZSE current A-share and B-share directories do not list this symbol as an active current listing; the remaining core row appears stale amid current delisting-risk disclosures.
